4886839805,two+athletic-looking+young+men,two+boys,Two athletic-looking young men,Two boys,True,0,0,two athletic-looking young men,two boys,Alternation,0
4886839805,two+athletic-looking+young+men,2+wet+boys,Two athletic-looking young men,2 wet boys,True,0,0,two athletic-looking young men,2 wet boys,Alternation,0
4886839805,two+boys,two+young+men,Two boys,Two young men,True,0,0,two boys,two young men,Alternation,0
4886839805,2+wet+boys,two+young+men,2 wet boys,Two young men,True,0,0,2 wet boys,two young men,Alternation,0
7004977742,runner,group+people,the runner,A group of people,True,115,115,runner,group people,Alternation,0
4732510897,brown+slacks,gray+pants,brown slacks,gray pants,True,193,193,brown slacks,gray pants,Alternation,0
7725133284,four+women,girls,Four women,The girls,True,76,76,four women,girls,Alternation,0
7725133284,four+women+'s+volleyball+players,girls,Four women 's volleyball players,The girls,True,76,76,four women 's volleyball players,girls,Alternation,0
111497985,woman,young+man,A woman,A young man,True,192,192,woman,young man,Alternation,0
100207720,young+woman,girl,A young woman,Girl,True,23,23,young woman,girl,Alternation,0
100207720,woman,girl,A woman,Girl,True,23,23,woman,girl,Alternation,0
100207720,girl,standing+woman,Girl,A standing woman,True,23,23,girl,standing woman,Alternation,0
615927423,street+sign,traffic+signal+pole,street sign,the traffic signal pole,True,100,100,street sign,traffic signal pole,Alternation,0
2830561291,juice,juice+box,juice,a juice box,True,163,163,juice,juice box,Alternation,0
2830561291,juice,juice+box,a juice,a juice box,True,163,163,juice,juice box,Alternation,0
2739332078,girl,blond+woman,A girl,Blond woman,True,66,66,girl,blond woman,Alternation,0
2739332078,girl,young+blond+woman,A girl,A young blond woman,True,66,66,girl,young blond woman,Alternation,0
2739332078,girl,blond-haired+woman,A girl,The blond-haired woman,True,66,66,girl,blond-haired woman,Alternation,0
1999444757,woman,girl,A woman,A girl,True,128,128,woman,girl,Alternation,0
4479282254,little+child,little+baby,A little child,a little baby,True,110,110,little child,little baby,Alternation,0
4479282254,little+baby,young+child,a little baby,A young child,True,110,110,little baby,young child,Alternation,0
4479282254,little+baby,child,a little baby,A child,True,110,110,little baby,child,Alternation,0
4479282254,little+baby,small+child,a little baby,A small child,True,110,110,little baby,small child,Alternation,0
299309703,newborn+baby,child,her newborn baby,A child,True,192,192,newborn baby,child,Alternation,0
299309703,baby,child,a baby,A child,True,192,192,baby,child,Alternation,0
3381038951,woman,girl,A woman,The girl,True,10,10,woman,girl,Alternation,0
3381038951,girl,woman,The girl,A woman,True,10,10,girl,woman,Alternation,0
3381038951,girl,women,The girl,Women,True,10,10,girl,women,Alternation,0
4189561305,soldiers,police,soldiers,police,True,95,95,soldiers,police,Alternation,0
3284899112,man,eldery+couple,A man,Eldery couple,True,-1,-1,man,eldery couple,Alternation,0
3284899112,eldery+couple,man,Eldery couple,A man,True,-1,-1,eldery couple,man,Alternation,0
2980958891,two+teenage+boys,two+young+men,Two teenage boys,Two young men,True,98,98,two teenage boys,two young men,Alternation,0
3662061499,hiking+canes,stilts,hiking canes,stilts,True,-1,-1,hiking canes,stilts,Alternation,0
5822092748,color+blue,house+blue,the color blue,a house blue,True,15,15,color blue,house blue,Alternation,0
4464425799,bike,strange+wheeled+cart,a bike,a strange wheeled cart,True,193,193,bike,strange wheeled cart,Alternation,0
868984478,young+woman,happy+girl,A young woman,A happy girl,True,53,53,young woman,happy girl,Alternation,0
868984478,young+woman,happy+girl,a young woman,A happy girl,True,53,53,young woman,happy girl,Alternation,0
868984478,young+smiling+woman,happy+girl,A young smiling woman,A happy girl,True,53,53,young smiling woman,happy girl,Alternation,0
7249185350,black+suits,black+wetsuits,black suits,black wetsuits,True,139,139,black suits,black wetsuits,Alternation,0
2354834216,man,band,A man,a band,True,199,199,man,band,Alternation,0
2354834216,band,man,a band,A man,True,199,199,band,man,Alternation,0
7136105537,media,microphones,media,microphones,True,-1,-1,media,microphones,Alternation,0
7136105537,microphones,media,microphones,the media,True,-1,-1,microphones,media,Alternation,0
7186836768,young+men,two+boys,Young men,Two boys,True,118,118,young men,two boys,Alternation,0
3705470430,girl,woman,A girl,woman,True,195,195,girl,woman,Alternation,0
3705470430,girl,woman,A girl,the woman,True,195,195,girl,woman,Alternation,0
3705470430,girl,woman,A girl,A woman,True,195,195,girl,woman,Alternation,0
8141029294,woman,girl,A woman,A girl,True,196,196,woman,girl,Alternation,0
8141029294,girl,woman,A girl,A woman,True,196,196,girl,woman,Alternation,0
2446783262,girl,barefoot+woman,A girl,a barefoot woman,True,155,155,girl,barefoot woman,Alternation,0
